ProbeID,GeneSymbol,EntrezGene,UniGene,Cytoband,logFC.MycEffect,MycEffect.adjustp, Control 1 , Control 2 , Control 3 , Control 4 , Myc 1 , Myc 2 , Myc 3 , Myc 4 
A_51_P352562,Mrpl38,60441,Mm.29974,mm|11qE2,0.74,0.017,12.259,12.144,12.131,12.33,12.513,12.358,12.616,12.688
A_51_P141772,Uhrf2,109113,Mm.313364,mm|19qC1,0.74,0.034,11.135,10.852,11.119,10.959,11.813,11.507,11.408,11.757
A_51_P275072,1110012N22Rik,68515,Mm.194594,mm|11qE2,0.74,0.1,6.088,5.946,6.051,6.004,7.228,7.027,7.68,7.343
A_51_P118742,Drg2,13495,Mm.41803,mm|11qB2,0.73,0.001,10.118,10.414,10.17,10.163,11.031,10.81,10.966,11.031
A_51_P140140,1500019G21Rik,66245,Mm.6803,mm|7qA1,0.73,0.003,8.737,8.81,8.774,8.668,9.597,9.499,9.73,9.631
A_51_P150608,Jagn1,67767,Mm.2053,mm|6qE3,0.73,0.005,12.565,12.704,12.738,12.724,13.397,13.381,13.222,13.376
A_52_P10041,Akr1b3,11677,Mm.451,mm|6qA3.3,0.73,0.022,13.283,13.3,13.562,13.21,14.623,14.798,14.493,14.627
A_52_P272945,Ccnh,66671,Mm.18474,mm|13qC3,0.73,0.023,8.964,8.998,8.953,8.978,9.068,8.795,9.088,8.992
A_51_P217123,1110061N23Rik,68846,Mm.24777,mm|2qA3,0.73,0.03,6.322,6.352,6.314,6.461,8.017,7.398,7.685,7.883
A_51_P388298,Mmachc,67096,Mm.413129,mm|4qD1,0.73,0.036,9.489,9.371,9.572,9.488,9.985,9.814,10.131,10.021
A_51_P262101,Ptcd2,68927,Mm.276502,mm|13qD1,0.73,0.049,10.808,10.91,11.193,11.126,11.356,11.384,11.507,11.549
A_51_P470966,Zfp472,224691,Mm.328953,mm|17qB1,0.72,0.002,7.908,7.858,8.096,8.037,9.003,8.756,8.875,8.821
A_52_P504421,Rnf138,56515,Mm.253542,mm|18qA2,0.72,0.004,10.45,10.261,10.147,10.324,11.073,10.663,10.621,10.707
A_51_P211964,Lcmt1,30949,Mm.260527,mm|7qF3,0.72,0.006,10.791,10.679,10.797,10.685,11.726,11.553,11.528,11.865
A_51_P195199,Orc3l,50793,Mm.260931,mm|4qA5,0.72,0.011,9.589,9.632,9.721,9.506,10.186,10.332,10.278,10.425
A_51_P273197,Mrpl28,68611,Mm.273102,mm|17qA3.3,0.72,0.021,14.299,14.231,14.379,14.358,15.164,15.138,15.274,15.414
A_52_P638121,LOC629657,629657,,mm|14qD3,0.72,0.038,8.41,8.682,8.633,8.445,10.132,10.345,10.443,10.36
A_51_P140141,,NA,Mm.6803,mm|7qA1,0.72,0.039,10.512,10.531,10.397,10.46,11.334,11.195,11.103,11.363
A_51_P187210,Nol11,68979,Mm.294617,mm|11qE1,0.72,0.055,8.147,8.272,8.245,7.992,9.19,9.149,9.299,9.192
A_51_P332136,Zmat5,67178,Mm.271056,mm|11qA1,0.71,0.002,9.008,9.19,8.938,9.106,9.715,9.725,9.819,9.998
A_52_P145482,Arhgap8,109270,Mm.291372,mm|15qE2,0.71,0.013,6.451,6.453,6.492,6.698,7.753,7.462,7.633,7.514
A_51_P313035,Depdc5,277854,Mm.101524,mm|5qB1,0.71,0.02,8.458,8.348,8.442,8.375,9.263,8.965,9.142,9.34
A_51_P442990,Lrpprc,72416,Mm.217027,mm|17qE4,0.71,0.021,13.121,13.078,13.042,13.031,13.796,13.496,13.744,13.669
A_51_P453502,Smn1,20595,Mm.2025,mm|13qD1,0.71,0.029,7.179,7.119,7.135,7.297,8.094,7.883,8.052,8.265
A_51_P296448,Casp2,12366,Mm.3921,mm|6qB2.1,0.71,0.033,10.517,10.745,10.646,10.665,11.655,11.616,11.625,11.909
A_51_P270666,Uspl1,231915,Mm.29402,mm|5qG3,0.71,0.038,10.707,10.812,11.247,10.626,11.552,11.454,11.309,11.495
A_52_P20357,Aqr,11834,Mm.2545,mm|2qE4,0.71,0.041,9.146,9.29,9.082,9.171,9.823,9.665,10.012,9.836
A_51_P490296,Btbd12,52864,Mm.29935,mm|16qA1,0.71,0.042,8.635,8.65,8.461,8.481,9.811,9.537,9.715,9.792
A_52_P660032,Cpsf2,51786,Mm.716,mm|12qE,0.71,0.057,8.942,9.037,8.994,9.112,9.463,9.118,9.2,9.268
A_51_P428715,Mrpl13,68537,Mm.236795,mm|15qD1,0.71,0.082,12.749,12.734,12.862,12.669,13.45,13.317,13.442,13.453
A_52_P92398,Gm1805,241950,Mm.32171,mm|3qB,0.71,0.084,6.383,6.549,6.569,6.504,7.729,7.761,7.695,7.861
A_51_P480499,Cox4nb,18117,Mm.2136,mm|8qE1,0.71,0.086,9.435,9.487,9.757,9.66,10.677,10.417,10.659,10.478
A_51_P387632,Slc30a5,69048,Mm.278878,mm|13qD1,0.7,0.037,10.409,10.34,10.559,10.466,11.3,11.247,11.275,11.127
A_51_P320876,Tomm34,67145,Mm.23173,mm|2qH3,0.7,0.059,9.113,9.177,9.39,9.28,10.317,9.879,10.094,10.198
A_51_P191909,Rem2,140743,Mm.274727,mm|14qC1,0.69,0.01,5.986,6.067,6.105,6.124,7.95,7.561,7.575,7.776
A_51_P489736,5330401P04Rik,227094,Mm.83541,mm|1qC1.1,0.69,0.019,6.507,6.325,6.371,6.428,7.757,7.407,7.42,7.528
A_51_P415247,,NA,Mm.384474,mm|5qE4,0.69,0.053,6.988,6.7,7.065,6.866,7.846,7.725,8.005,7.982
A_51_P234888,2310003L22Rik,69487,Mm.287921,mm|2qF3,0.69,0.056,8.277,8.226,8.511,8.223,8.672,8.762,8.853,8.847
A_52_P574398,Senp3,80886,Mm.284592,mm|11qB3,0.69,0.097,10.426,10.668,10.384,10.522,11.392,11.307,11.682,11.401
A_51_P119031,Nat12,70646,Mm.275688,mm|14qC1,0.68,0.001,9.983,9.719,9.956,9.898,10.498,10.257,10.15,10.423
A_51_P421244,Prps2,110639,Mm.272955,mm|XqF5,0.68,0.009,7.681,7.601,7.872,7.705,8.059,8.166,8.266,8.272
A_52_P408220,9330174C13Rik,320682,Mm.40569,mm|7qF3,0.68,0.011,6.641,6.431,6.644,6.493,7.522,7.083,7.213,7.26
A_52_P2947,1810058I14Rik,75597,Mm.276040,mm|13qD2.1,0.68,0.018,12.125,11.905,11.944,11.923,12.386,12.343,12.572,12.639
A_52_P418734,4931406I20Rik,66743,Mm.318331,mm|4qD2.1,0.68,0.022,11.879,11.717,11.553,11.789,12.853,12.701,12.829,12.85
A_51_P474688,2010003J03Rik,69860,Mm.299167,mm|19qA,0.68,0.023,9.657,9.698,9.716,9.612,10.454,10.541,10.917,10.517
A_52_P230099,Fbxw15,382105,Mm.335468,mm|9qF2,0.68,0.042,6.17,6.204,6.156,6.032,6.965,7.057,6.992,7.121
A_51_P296775,Rbm39,170791,Mm.153895,mm|2qH1,0.68,0.047,11.987,12.195,12.273,12.269,12.953,12.9,13.094,12.957
A_51_P487933,Psmd7,17463,Mm.18347,mm|8qD3,0.68,0.061,11.998,11.853,12.113,11.895,12.841,12.878,12.955,12.974
A_51_P342318,Ddx55,67848,Mm.281601,mm|5qG1.1,0.67,0.002,7.881,7.838,7.977,7.975,8.86,8.768,8.89,9.012
A_51_P233515,,NA,,mm|3qF2.1,0.67,0.037,6.466,6.66,6.762,6.698,7.444,7.354,7.213,7.629
A_51_P359293,3110003A22Rik,68053,Mm.41643,mm|4qA1,0.67,0.041,7.756,7.971,8.247,8.128,8.619,8.506,8.412,8.673
A_51_P456590,Wbscr22,66138,Mm.347936,mm|5qG2,0.67,0.045,11.923,11.711,11.755,11.598,12.091,12.028,12.088,12.065
A_52_P522397,,NA,,mm|16qB2,0.67,0.052,6.277,6.17,6.325,6.124,7.189,7.416,7.561,7.753
A_51_P314679,Rrn3,106298,Mm.288606,mm|16qA1,0.67,0.053,9.924,9.961,9.715,9.854,10.536,10.42,10.674,10.812
A_51_P362298,Tmprss3,140765,Mm.214638,mm|17qA3.3,0.67,0.099,6.751,6.503,6.745,6.511,7.785,7.382,7.392,7.893
A_52_P602898,Nkrf,77286,Mm.21649,mm|XqA3.1,0.66,0.035,7.022,6.916,6.806,6.857,7.947,7.412,7.587,7.573
A_51_P397847,Ssr1,107513,Mm.138725,mm|13qA3.3,0.66,0.053,12.631,12.487,12.523,12.268,13.261,13.261,13.323,13.314
A_51_P309618,1600012F09Rik,67008,Mm.252918,mm|13qA2,0.66,0.079,9.591,9.716,9.758,9.707,10.343,10.324,10.387,10.363
A_52_P319591,Copg,54161,Mm.258785,mm|6qD1,0.66,0.093,12.699,13.106,12.758,12.973,14.093,13.957,13.954,14.169
A_51_P423680,Aarsd1,69684,Mm.146283,mm|11qD,0.65,0.002,10.981,10.92,10.987,10.911,11.406,11.512,11.504,11.539
A_51_P304527,Cluap1,76779,Mm.379249,mm|16qA1,0.65,0.014,10.747,10.739,10.722,10.759,11.471,11.446,11.437,11.644
A_52_P96040,Pkn3,263803,Mm.233843,mm|2qB,0.65,0.021,6.121,6.067,6.12,6.065,6.57,6.653,6.986,6.866
A_51_P174005,Zc3hc1,232679,Mm.29780,mm|6qA3.3,0.65,0.027,9.548,9.725,9.768,9.611,10.195,10.302,10.597,10.538
A_52_P637582,,NA,,mm|6qB3,0.65,0.038,6.74,6.56,6.791,6.552,7.394,7.099,7.101,7.08
A_52_P634039,Gpd1l,333433,Mm.38198,mm|9qF3,0.65,0.042,10.393,10.349,10.527,10.825,10.807,10.8,11.026,10.786
A_52_P267446,Stag1,20842,Mm.42135,mm|9qE4,0.65,0.046,10.267,10.01,10.136,10.056,11.152,10.939,10.939,11.01
A_51_P350214,,NA,,mm|11qE1,0.65,0.068,9.633,9.6,9.451,9.717,10.403,10.102,10.383,10.317
A_52_P381953,Irf2bp1,272359,Mm.274237,mm|7qA2,0.65,0.094,8.658,8.574,8.61,8.889,9.217,9.196,9.482,9.337
A_51_P139021,Clpp,53895,Mm.287892,mm|17qD,0.64,0.014,13.321,13.103,13.229,13.167,13.894,13.651,13.789,13.826
A_51_P250358,Prpf39,328110,Mm.283339,mm|12qC1,0.64,0.036,9.314,9.076,9.193,9.12,9.686,9.381,9.686,9.602
A_52_P645637,Senp8,71599,Mm.279070,mm|9qB,0.64,0.05,7.215,6.986,7.374,7.324,7.655,7.588,7.805,7.927
A_52_P677877,2310079F23Rik,78890,Mm.98522,mm|5qB2,0.64,0.073,7.162,6.926,7.244,7.297,8.07,7.943,8.031,8.047
A_52_P1196900,,NA,Mm.398531,mm|5qB3,0.63,0.002,5.656,5.766,5.776,5.85,6.712,6.519,6.6,6.648
A_51_P179894,Rfxdc2,319758,Mm.32081,mm|9qD,0.63,0.02,6.17,6.549,6.371,6.472,7.165,6.898,7.03,6.97
A_51_P407660,9630033F20Rik,319801,Mm.101836,mm|6qF3,0.62,0.008,8.106,8.041,8.031,8.144,8.886,8.469,8.957,8.781
A_52_P567905,Ogg1,18294,Mm.43612,mm|6qE3,0.62,0.016,8.349,8.183,8.547,8.504,9.473,9.392,9.55,9.637
A_51_P193379,Mtmr7,54384,Mm.383205,mm|8qA4,0.62,0.018,7.306,7.127,7.381,7.463,7.592,7.771,7.74,7.84
A_52_P102620,Limd1,29806,Mm.10987,mm|9qF4,0.62,0.028,11.513,11.536,11.447,11.232,11.939,11.823,11.744,11.965
A_52_P26155,Ppm1d,53892,Mm.45609,mm|11qC,0.62,0.034,7.445,7.385,7.425,7.336,7.96,7.895,8.098,8.258
A_52_P258991,Cdk7,12572,Mm.259718,mm|13qD1,0.62,0.059,7.054,7.249,7.34,7.283,7.899,7.909,8.016,7.964
A_52_P136264,Pigs,276846,Mm.295908,mm|11qB5,0.62,0.068,10.068,10.054,10.171,9.951,10.83,10.801,10.956,10.992
A_51_P277767,Cstf1,67337,Mm.26944,mm|2qH3,0.62,0.088,11.512,11.761,11.503,11.529,12.503,12.025,12.417,12.342
A_51_P193669,Gtf2f1,98053,Mm.24632,mm|17qD,0.61,0.013,12.396,12.229,12.342,12.326,13.542,13.336,13.621,13.705
A_51_P463087,Cenpm,66570,Mm.23596,mm|15qE1,0.61,0.098,7.533,7.317,7.381,7.331,8.479,8.049,8.304,8.389
A_52_P64763,5830483C08Rik,209334,Mm.215295,mm|12qA1.1,0.6,0.012,5.912,5.904,5.883,5.866,6.84,6.501,6.513,6.604
A_51_P261146,Lig3,16882,Mm.277136,mm|11qC,0.6,0.038,7.994,8.176,8.349,8.262,8.414,8.605,8.565,8.616
A_51_P338728,0610010E21Rik,68332,Mm.6844,mm|7qA3,0.59,0.008,11.657,11.667,11.664,11.546,12.275,12.06,12.042,12.322
A_51_P156263,Zfp511,69752,Mm.200818,mm|7qF5,0.59,0.01,10.456,10.32,10.541,10.195,11.116,10.969,11.031,11.093
A_52_P198009,Mrpl44,69163,Mm.238455,mm|1qC5,0.58,0.009,11.718,11.645,11.834,11.847,11.879,11.971,12.034,12.191
A_51_P430555,G6pc3,68401,Mm.22385,mm|11qE1,0.58,0.014,9.002,9.006,9.042,9.151,9.975,9.937,9.893,10.104
A_51_P308814,Toe1,68276,Mm.30534,mm|4qD1,0.58,0.089,8.758,8.613,8.798,8.559,9.217,9.408,9.194,9.355
A_52_P528576,Mastl,67121,Mm.253721,mm|2qA3,0.57,0.009,5.912,5.946,5.883,5.968,6.609,6.737,6.764,6.857
A_52_P413805,Rad18,58186,Mm.103812,mm|6qE3,0.57,0.044,5.95,5.989,6.105,6.124,6.797,6.923,6.999,7.075
A_52_P197772,Xrcc2,57434,,mm|5qA3,0.57,0.085,6.904,6.718,6.644,6.79,7.683,7.255,7.575,7.525
